id,tender_ref,award_date,contractor_name,contractor_brn,contract_value,contract_value_currency,source,source_url,first_seen
356,AF900982023,2025-08-15,Siemens Healthcare Limited,,34783100.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
357,A4101032024,2025-08-13,DCH Auriga (Hong Kong) Limited - Healthcare Division,,8041500.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
358,A4101032024,2025-08-13,Zuellig Pharma Limited,,45047700.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
359,AE400592023,2025-09-02,HK First Union Electronics Technology Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
360,A3700612024,2025-11-06,Automated Systems (H.K.) Limited,,4696634.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
361,A3700612024,2025-11-06,Nexify Limited,,1993563.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
362,A3700612024,2025-11-06,Hong Kong Telecommunications (HKT) Limited,,12251000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
363,A2500672023,2025-05-29,Hytera Communications Corporation Limited,,78569200.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
364,A0600522024,2025-05-30,Johnson Cleaning Services Company Limited,,2488800.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
365,A7600132024,2025-04-25,Kwong Fat Hong (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
366,A8700372024,2025-04-08,Kwong Fat Hong (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
367,A8900532024,2025-09-26,Automated Systems (H.K.) Limited,,10449568.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
368,AE300852024,2025-09-26,HKBN JOS Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
369,A9900432024,2025-04-07,Bloomsbury Books Limited,,13329000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
370,A9900432024,2025-04-07,Sweet & Maxwell O/B Thomson Reuters Hong Kong Limited,,71609000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
371,A9900432024,2025-04-07,RELX (Greater China) Limited - LexisNexis,,111816000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
372,A3700382024,2025-06-09,Axes Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
373,AF900212024,2025-08-15,Siemens Healthcare Limited,,15382200.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
374,A0100512024,2025-08-13,Maxwin & Honwell Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
375,AD200942023,2025-04-03,Zung Fu Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
376,AC400202024,2025-04-11,Hong Kong Telecommunications (HKT) Limited,,14149100.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
377,A4100072024,2025-04-17,Nobel Biocare Asia Ltd.,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
378,A4100162024,2025-05-16,DKSH Hong Kong Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
379,A3400422024,2025-11-19,Faithful Marine Co. Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
380,A1300802023,2025-10-27,CAE-NRIET Consortium,,394247731.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
381,AF900492024,2025-07-30,"Terra Nova (Asia) Co., Limited",,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
382,AF900492024,2025-07-30,Hong Kong Telecommunications (HKT) Limited,,12800000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
383,A0600082024,2025-02-24,Sun Cheong Paper Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
384,U8000012024,2025-02-27,A. R. Medicom Inc. (Asia) Ltd.,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
385,U8000012024,2025-02-27,Wing Lee Supplies & Engineering Co.,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
386,U8000012024,2025-02-27,K-Solution Design and Engineering Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
387,U8000012024,2025-02-27,Kei Cheung Industries & Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
388,U8000012024,2025-02-27,Man Ming Hung Tai Manufacturing Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
389,U8000012024,2025-02-27,Maxwin & Honwell Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
390,U8000012024,2025-02-27,Million Source Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
391,U8000012024,2025-02-27,Peace Target Ltd,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
392,U8000012024,2025-02-27,Prudent Elite International Trading Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
393,U8000012024,2025-02-27,Rainbow Sky (H.K.) Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
394,U8000012024,2025-02-27,S.T. Global Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
395,U8000012024,2025-02-27,SkyNetCity HK Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
396,U8000012024,2025-02-27,Tin Ho Trading Co,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
397,U8000012024,2025-02-27,Top-Sharp International Enterprise Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
398,U8000012024,2025-02-27,Tronex (Hong Kong) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
399,U8000012024,2025-02-27,Trucare Enterprise Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
400,U8000012024,2025-02-27,Wide Fancy International Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
401,U8000012024,2025-02-27,Winner Medical (HK) Ltd,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
402,U8000012024,2025-02-27,Action Medical Sundries Ltd,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
403,AF900042024,2025-04-01,International Environment Development Group Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
404,A0600892024,2025-08-04,Dainichiseika (HK) Ltd,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
405,A9900992024,2025-08-01,Wahtat.com Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
406,A9900992024,2025-08-01,Efficient Services Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
407,A0600632024,2025-04-01,Hop Lee Lung Environmental Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
408,A2500442024,2025-08-13,Scania (Hong Kong) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
409,A0600102025,2025-12-22,Tai Tak Paper Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
410,AF300132025,2025-12-29,A & P Instrument Company Limited,,8100000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
411,A1500582024,2025-12-24,Microware Limited,,22239120.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
412,A8701012024,2025-12-17,Kwong Fat Hong (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
413,A0600152025,2025-12-29,Zhilian Zhili New Energy Auto Service (Hong Kong) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
414,AD200792023,2025-07-07,King Wing International Automobile Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
415,A9900022024,2025-07-17,Zung Fu Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
416,A3700032024,2025-07-03,Gruppo Basic International Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
417,A4100502024,2025-07-29,GlaxoSmithKline Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
418,A7601022023,2025-01-24,Talos Global Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
419,A3400412024,2025-07-22,Cummins Hong Kong Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
420,A0600932024,2025-10-17,"Leung Kow Kee Transportation Co., Ltd.",,30801075.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
421,AF300542024,2025-12-02,A & P Instrument Company Limited,,7400000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
422,A0600142025,2025-12-29,Yan Tin Motors Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
423,A3400392024,2025-12-18,Rolls-Royce Solutions Hong Kong Ltd.,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
424,AD200692024,2025-12-30,Nuctech Operation Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
425,A0600552024,2025-01-08,BMW Concessionaires (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
426,A3700482024,2025-10-06,Cyber Smart Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
427,AD200562023,2025-01-09,Nuctech Hong Kong Company Limited,,13615000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
428,A8700282024,2025-02-10,Hon Yuen Hong (H.K) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
429,A1100052024,2025-05-02,"Zhuhai Desail Marine Fishery Technology Co., Ltd.",,64600000.0,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
430,AD200322024,2025-05-28,BMW Concessionaires (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
431,A8700292024,2025-05-30,PCS Asia Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
432,A8700872024,2025-11-26,KFH Applied Materials Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
433,A0600152024,2025-01-15,Sun Cheong Paper Trading Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
434,A4100222024,2025-01-03,DKSH Hong Kong Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
435,A0600042025,2025-09-02,Sun Hing Paper Company Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
436,A9900722024,2025-03-18,Jackson Coach Hire Service Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
437,A9900722024,2025-03-18,Hong Kong Non Franchised Bus Association Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
438,A9900802024-1,2025-08-16,AS Watson Group (HK) Limited,,,HKD,gld,https://www.gld.gov.hk/datagovhk/procurement/ContractsAwarded_EN.csv,2026-08-20T14:35:24
439,HY/2025/13,2026-06-26,Gammon Construction – Build King – Tung Lee Joint Venture,,1366490000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
440,HY/2024/02,2026-06-26,Wing Hing Construction Company Limited,,129939000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
441,HY/2025/12,2026-06-17,Mak Hang Kei (Hong Kong) Construction Limited,,19800000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
442,HY/2025/06,2026-06-10,Grand View – Excel JV,,133979999.99999999,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
443,09/HY/2025,2026-06-02,Carrier Construction Limited,,141630000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
444,HY/2025/14,2026-04-29,Xsun Engineering Limited,,28349000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
445,HY/2024/07,2026-04-02,Geotechnics & Concrete Engineering (Hong Kong) Limited,,6781000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
446,11/HY/2025,2026-03-10,Kum Shing Construction Company Limited,,290427000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
447,03/HY/2025,2026-02-26,SY - HC Joint Venture,,780848000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
448,04/HY/2025,2026-02-25,WCCL - EW Joint Venture,,641473000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
449,HY/2024/12,2026-02-20,Fong On Construction Limited,,130130000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
450,HY/2025/05,2025-12-30,Hang Kee Development Company Limited,,27160000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
451,HY/2025/07,2025-12-23,CLPe Solutions Limited,,14017000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
452,HY/2025/10,2025-11-18,Bachy Soletanche Group Limited,,29527000.0,HKD,hyd,https://www.hyd.gov.hk/en/tender_notices/contracts/awarded/index.html,2026-08-20T14:35:24
453,NL/2026/08,2026-08-07,Sang Hing â Tapbo Joint Venture,,689000000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:24
454,CV/2025/02,2026-07-29,CCS Joint Venture,,1395150000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:24
455,CEDD/S/T/1/2026,2026-07-14,Great Safe Apparatus Limited,,1988000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
456,ND/2024/11,2026-07-06,Build King â Richwell Engineering Joint Venture,,,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
457,GE/2025/29,2026-06-26,Vibro (H.K.) Limited,,,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
458,YL/2024/03,2026-06-11,Tung Lee Civil Engineering Limited,,301780000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
459,ND/2025/03,2026-06-10,Gammon - Richwell Engineering Joint Venture,,,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
460,GE/2026/12,2026-05-27,A-City Workshop Limited,,176970000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
461,GE/2025/25,2026-05-13,Bachy Soletanche Group Limited,,33980000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
462,CEDD/S/T/11/2025,2026-05-08,Great Safe Apparatus Limited,,1250000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
463,NL/2025/09,2026-04-29,Richwell Engineering - Wang Kee Civil Joint Venture,,634000000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
464,GE/2025/27,2026-04-15,Gold Ram Engineering & Development Limited,,,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
465,GE/2025/19,2026-04-09,Pan Kee Construction Limited,,193170000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
466,CEDD/S/T/7/2025,2026-04-08,Keao Limited,,7880000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
467,GE/2025/21,2026-03-30,Tysan Foundation Limited,,32030000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
468,GE/2025/33,2026-03-30,Castco Testing Centre Limited,,3380000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
469,ND/2025/04,2026-03-25,Tysan Foundation Limited,,27500000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:25
470,GE/2025/26,2026-03-25,Fugro Geotechnical Services Limited,,36540000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:26
471,GE/2025/12,2026-03-16,CM Geotechnics Limited,,270640000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:26
472,ND/2025/01,2026-02-27,CRBC - MAYLON Joint Venture,,2266910000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:26
473,NL/2023/11,2026-02-16,CCC-CCECC-CR11G Joint Venture,,792000000.0,HKD,cedd,https://www.cedd.gov.hk/eng/tender-notices/contracts/contracts-awarded/index.html,2026-08-20T14:35:26
